Article Title,author,Abstract,note,year,month,doi,howpublished,Document Type,ID,include,reason
Beyond Diagnostic Performance: Revealing and Quantifying Ethical Risks in Pathology Foundation Models,"Lin, Weiping AND Liu, Shen AND Zhu, Runchen AND Lin, Yixuan AND Wang, Baoshun AND Wang, Liansheng","Pathology foundation models (PFMs), as large-scale pre-trained models tailored for computational pathology, have significantly advanced a wide range of applications. Their ability to leverage prior knowledge from massive datasets has streamlined the development of intelligent pathology models. However, we identify several critical and interrelated ethical risks that remain underexplored, yet must be addressed to enable the safe translation of PFMs from lab to clinic. These include the potential leakage of patient-sensitive attributes, disparities in model performance across demographic and institutional subgroups, and the reliance on diagnosis-irrelevant features that undermine clinical reliability. In this study, we pioneer the quantitative analysis for ethical risks in PFMs, includingprivacyleakage, clinical reliability, and groupfairness. Specifically, we propose an evaluation framework that systematically measures key dimensions of ethical concern: the degree to which patient-sensitive attributes can be inferred from model representations, the extent of performance disparities across demographic and institutional subgroups, and the influence of diagnostically irrelevant features on model decisions. We further investigate the underlying causes of these ethical risks in PFMs and empirically validate our findings. Then we offer insights into potential directions for mitigating such risks, aiming to inform the development of more ethically robust PFMs. This work provides the first quantitative and systematic evaluation of ethical risks in PFMs. Our findings highlight the urgent need for ethical safeguards in PFMs and offer actionable insights for building more trustworthy and clinically robust PFMs. To facilitate future research and deployment, we will release the assessment framework as an online toolkit to support the development,auditing, and deployment of ethically robust PFMs.","33 pages,5 figure,23 tables",2025,jul,https://doi.org/10.48550/arXiv.2502.16889,\url{https://arxiv.org/pdf/2502.16889},ARTICLE,Lin2025,yes,
Testing software for non-discrimination: an updated and extendedauditin the Italian car insurance domain,"Rondina, Marco AND Vetrò, Antonio AND Coppola, Riccardo AND Regragrui, Oumaima AND Fabris, Alessandro AND Silvello, Gianmaria AND Susto, Antonio, Gian AND Martin, De, Carlos, Juan","Context. As software systems become more integrated into society's infrastructure, the responsibility of software professionals to ensure compliance with various non-functional requirements increases. These requirements include security, safety,privacy, and, increasingly, non-discrimination.
  Motivation.Fairnessin pricing algorithms grants equitable access to basic services without discriminating on the basis of protected attributes.
  Method. We replicate a previous empirical study that used black box testing toauditpricing algorithms used by Italian car insurance companies, accessible through a popular online system. With respect to the previous study, we enlarged the number of tests and the number of demographic variables under analysis.
  Results. Our work confirms and extends previous findings, highlighting the problematic permanence of discrimination across time: demographic variables significantly impact pricing to this day, with birthplace remaining the main discriminatory factor against individuals not born in Italian cities. We also found that driver profiles can determine the number of quotes available to the user, denying equal opportunities to all.
  Conclusion. The study underscores the importance of testing for non-discrimination in software systems that affect people's everyday lives. Performing algorithmicauditsover time makes it possible to evaluate the evolution of such algorithms. It also demonstrates the role that empirical software engineering can play in making software systems more accountable.","14 pages, 1 figure",2025,feb,https://doi.org/10.48550/arXiv.2502.06439,\url{https://arxiv.org/pdf/2502.06439},ARTICLE,Rondina2025,no,not auditing OF AI
Demographic Benchmarking: Bridging Socio-Technical Gaps in Bias Detection,"Clavell, Galdon, Gemma AND González-Sendino, Rubén AND Vazquez, Paola","Artificial intelligence (AI) models are increasingly autonomous in decision-making, making pursuing responsible AI more critical than ever. Responsible AI (RAI) is defined by its commitment to transparency,privacy, safety, inclusiveness, andfairness. But while the principles of RAI are clear and shared, RAI practices andauditingmechanisms are still incipient. A key challenge is establishing metrics and benchmarks that define performance goals aligned with RAI principles. This paper describes how the ITACA AIauditingplatform developed by Eticas.ai tackles demographic benchmarking whenauditingAI recommender systems. To this end, we describe a Demographic Benchmarking Framework designed to measure the populations potentially impacted by specific AI models. The framework serves us asauditorsas it allows us to not just measure but establish acceptability ranges for specific performance indicators, which we share with the developers of the systems weauditso they can build balanced training datasets and measure and monitorfairnessthroughout the AI lifecycle. It is also a valuable resource for policymakers in drafting effective and enforceable regulations. Our approach integrates socio-demographic insights directly into AI systems, reducing bias and improving overall performance. The main contributions of this study include:1. Defining control datasets tailored to specific demographics so they can be used in model training; 2. Comparing the overall population with those impacted by the deployed model to identify discrepancies and account for structural bias; and 3. Quantifying drift in different scenarios continuously and as a post-market monitoring mechanism.",,2025,jan,https://doi.org/10.48550/arXiv.2501.15985,\url{https://arxiv.org/pdf/2501.15985},ARTICLE,Clavell2025,yes,
Ethical AI in Retail: ConsumerPrivacyandFairness,"Adanyin, Anthonette","The adoption of artificial intelligence (AI) in retail has significantly transformed the industry, enabling more personalized services and efficient operations. However, the rapid implementation of AI technologies raises ethical concerns, particularly regarding consumerprivacyandfairness. This study aims to analyze the ethical challenges of AI applications in retail, explore ways retailers can implement AI technologies ethically while remaining competitive, and provide recommendations on ethical AI practices. A descriptive survey design was used to collect data from 300 respondents across major e-commerce platforms. Data were analyzed using descriptive statistics, including percentages and mean scores. Findings shows a high level of concerns among consumers regarding the amount of personal data collected by AI-driven retail applications, with many expressing a lack of trust in how their data is managed. Also,fairnessis another major issue, as a majority believe AI systems do not treat consumers equally, raising concerns about algorithmic bias. It was also found that AI can enhance business competitiveness and efficiency without compromising ethical principles, such as dataprivacyandfairness. Dataprivacyand transparency were highlighted as critical areas where retailers need to focus their efforts, indicating a strong demand for stricter data protection protocols and ongoing scrutiny of AI systems. The study concludes that retailers must prioritize transparency,fairness, and data protection when deploying AI systems. The study recommends ensuring transparency in AI processes, conducting regularauditsto address biases, incorporating consumer feedback in AI development, and emphasizing consumer dataprivacy.","17 pages, 2 figures, 3 tables",2024,oct,https://doi.org/10.48550/arXiv.2410.15369,\url{https://arxiv.org/pdf/2410.15369},ARTICLE,Adanyin2024,no,not auditing OF AI
"Operationalizing the Blueprint for an AI Bill of Rights: Recommendations for Practitioners, Researchers, and Policy Makers","Oesterling, Alex AND Bhalla, Usha AND Venkatasubramanian, Suresh AND Lakkaraju, Himabindu","As Artificial Intelligence (AI) tools are increasingly employed in diverse real-world applications, there has been significant interest in regulating these tools. To this end, several regulatory frameworks have been introduced by different countries worldwide. For example, the European Union recently passed the AI Act, the White House issued an Executive Order on safe, secure, and trustworthy AI, and the White House Office of Science and Technology Policy issued the Blueprint for an AI Bill of Rights (AI BoR). Many of these frameworks emphasize the need forauditingand improving the trustworthiness of AI tools, underscoring the importance of safety,privacy, explainability,fairness, and human fallback options. Although these regulatory frameworks highlight the necessity of enforcement, practitioners often lack detailed guidance on implementing them. Furthermore, the extensive research on operationalizing each of these aspects is frequently buried in technical papers that are difficult for practitioners to parse. In this write-up, we address this shortcoming by providing an accessible overview of existing literature related to operationalizing regulatory principles. We provide easy-to-understand summaries of state-of-the-art literature and highlight various gaps that exist between regulatory guidelines and existing AI research, including the trade-offs that emerge during operationalization. We hope that this work not only serves as a starting point for practitioners interested in learning more about operationalizing the regulatory guidelines outlined in the Blueprint for an AI BoR but also provides researchers with a list of critical open problems and gaps between regulations and state-of-the-art AI research. Finally, we note that this is a working paper and we invite feedback in line with the purpose of this document as described in the introduction.",15 pages,2024,jul,https://doi.org/10.48550/arXiv.2407.08689,\url{https://arxiv.org/pdf/2407.08689},ARTICLE,Oesterling2024,no,non-paper
"Navigating LLM Ethics: Advancements, Challenges, and Future Directions","Jiao, Junfeng AND Afroogh, Saleh AND Xu, Yiming AND Phillips, Connor","This study addresses ethical issues surrounding Large Language Models (LLMs) within the field of artificial intelligence. It explores the common ethical challenges posed by both LLMs and other AI systems, such asprivacyandfairness, as well as ethical challenges uniquely arising from LLMs. It highlights challenges such as hallucination, verifiable accountability, and decoding censorship complexity, which are unique to LLMs and distinct from those encountered in traditional AI systems. The study underscores the need to tackle these complexities to ensure accountability, reduce biases, and enhance transparency in the influential role that LLMs play in shaping information dissemination. It proposes mitigation strategies and future directions for LLM ethics, advocating for interdisciplinary collaboration. It recommends ethical frameworks tailored to specific domains and dynamicauditingsystems adapted to diverse contexts. This roadmap aims to guide responsible development and integration of LLMs, envisioning a future where ethical considerations govern AI advancements in society.",,2025,jun,https://doi.org/10.48550/arXiv.2406.18841,\url{https://arxiv.org/pdf/2406.18841},ARTICLE,Jiao2025,no,not auditing OF AI
ExploringPrivacyandFairnessRisks in Sharing Diffusion Models: An Adversarial Perspective,"Luo, Xinjian AND Jiang, Yangfan AND Wei, Fei AND Wu, Yuncheng AND Xiao, Xiaokui AND Ooi, Chin, Beng","Diffusion models have recently gained significant attention in both academia and industry due to their impressive generative performance in terms of both sampling quality and distribution coverage. Accordingly, proposals are made for sharing pre-trained diffusion models across different organizations, as a way of improving data utilization while enhancingprivacyprotection by avoiding sharingprivatedata directly. However, the potential risks associated with such an approach have not been comprehensively examined.
  In this paper, we take an adversarial perspective to investigate the potentialprivacyandfairnessrisks associated with the sharing of diffusion models. Specifically, we investigate the circumstances in which one party (the sharer) trains a diffusion model usingprivatedata and provides another party (the receiver) black-box access to the pre-trained model for downstream tasks. We demonstrate that the sharer can executefairnesspoisoning attacks to undermine the receiver's downstream models by manipulating the training data distribution of the diffusion model. Meanwhile, the receiver can perform property inference attacks to reveal the distribution of sensitive features in the sharer's dataset. Our experiments conducted on real-world datasets demonstrate remarkable attack performance on different types of diffusion models, which highlights the critical importance of robust dataauditingandprivacyprotection protocols in pertinent applications.",,2024,sep,https://doi.org/10.48550/arXiv.2402.18607,\url{https://arxiv.org/pdf/2402.18607},ARTICLE,Luo2024,no,not auditing OF AI
Publiclyauditableprivacy-preserving electoral rolls,"Agrawal, Prashant AND Jhanwar, Prasad, Mahabir AND Sharma, Vishnu, Subodh AND Banerjee, Subhashis","While existing literature on electronic voting has extensively addressed verifiability of voting protocols, the vulnerability of electoral rolls in large public elections remains a critical concern. To ensure integrity of electoral rolls, the current practice is to either make electoral rolls public or share them with the political parties. However, this enables construction of detailed voter profiles and selective targeting and manipulation of voters, thereby undermining the fundamental principle of free andfairelections. In this paper, we study the problem of designing publiclyauditableyetprivacy-preserving electoral rolls. We first formulate a threat model and provide formal security definitions. We then present a protocol for creation, maintenance and usage of electoral rolls that mitigates the threats. Eligible voters can verify their inclusion, whereas political parties andauditorscan statisticallyauditthe electoral roll. Further, theauditcan also detect polling-day ballot stuffing and denials to eligible voters by malicious polling officers. The entire electoral roll is never revealed, which prevents any large-scale systematic voter targeting and manipulation.",,2024,jun,https://doi.org/10.48550/arXiv.2402.11582,\url{https://arxiv.org/pdf/2402.11582},ARTICLE,Agrawal2024,no,not auditing OF AI
Is my Data in your AI Model? Membership Inference Test with Application to Face Images,"DeAlcala, Daniel AND Morales, Aythami AND Fierrez, Julian AND Mancera, Gonzalo AND Tolosana, Ruben AND Ortega-Garcia, Javier","This article introduces the Membership Inference Test (MINT), a novel approach that aims to empirically assess if given data was used during the training of AI/ML models. Specifically, we propose two MINT architectures designed to learn the distinct activation patterns that emerge when anAuditedModel is exposed to data used during its training process. These architectures are based on Multilayer Perceptrons (MLPs) and Convolutional Neural Networks (CNNs). The experimental framework focuses on the challenging task of Face Recognition, considering three state-of-the-art Face Recognition systems. Experiments are carried out using six publicly available databases, comprising over 22 million face images in total. Different experimental scenarios are considered depending on the context of the AI model to test. Our proposed MINT approach achieves promising results, with up to 90\% accuracy, indicating the potential to recognize if an AI model has been trained with specific data. The proposed MINT approach can serve to enforceprivacyandfairnessin several AI applications, e.g., revealing if sensitive orprivatedata was used for training or tuning Large Language Models (LLMs).",26 pages main text and 2 pages appendix,2025,jun,https://doi.org/10.48550/arXiv.2402.09225,\url{https://arxiv.org/pdf/2402.09225},ARTICLE,DeAlcala2025,no,not auditing OF AI
Trust the Process: Zero-Knowledge Machine Learning to Enhance Trust in Generative AI Interactions,"Ganescu, Bianca-Mihaela AND Passerat-Palmbach, Jonathan","Generative AI, exemplified by models like transformers, has opened up new possibilities in various domains but also raised concerns aboutfairness, transparency and reliability, especially in fields like medicine and law. This paper emphasizes the urgency of ensuringfairnessand quality in these domains through generative AI. It explores using cryptographic techniques, particularly Zero-Knowledge Proofs (ZKPs), to address concerns regarding performancefairnessand accuracy while protecting modelprivacy. Applying ZKPs to Machine Learning models, known as ZKML (Zero-Knowledge Machine Learning), enables independent validation of AI-generated content without revealing sensitive model information, promoting transparency and trust. ZKML enhances AIfairnessby providing cryptographicaudittrails for model predictions and ensuring uniform performance across users. We introduce snarkGPT, a practical ZKML implementation for transformers, to empower users to verify output accuracy and quality while preserving modelprivacy. We present a series of empirical results studying snarkGPT's scalability and performance to assess the feasibility and challenges of adopting a ZKML-powered approach to capture quality and performancefairnessproblems in generative AI models.",Accepted at PPAI-24: The 5th AAAI Workshop onPrivacy-Preserving Artificial Intelligence 2024,2024,feb,https://doi.org/10.48550/arXiv.2402.06414,\url{https://arxiv.org/pdf/2402.06414},ARTICLE,Ganescu2024,yes,
"SoK: Taming the Triangle -- On the Interplays betweenFairness, Interpretability andPrivacyin Machine Learning","Ferry, Julien AND Aïvodji, Ulrich AND Gambs, Sébastien AND Huguet, Marie-José AND Siala, Mohamed","Machine learning techniques are increasingly used for high-stakes decision-making, such as college admissions, loan attribution or recidivism prediction. Thus, it is crucial to ensure that the models learnt can beauditedor understood by human users, do not create or reproduce discrimination or bias, and do not leak sensitive information regarding their training data. Indeed, interpretability,fairnessandprivacyare key requirements for the development of responsible machine learning, and all three have been studied extensively during the last decade. However, they were mainly considered in isolation, while in practice they interplay with each other, either positively or negatively. In this Systematization of Knowledge (SoK) paper, we survey the literature on the interactions between these three desiderata. More precisely, for each pairwise interaction, we summarize the identified synergies and tensions. These findings highlight several fundamental theoretical and empirical conflicts, while also demonstrating that jointly considering these different requirements is challenging when one aims at preserving a high level of utility. To solve this issue, we also discuss possible conciliation mechanisms, showing that a careful design can enable to successfully handle these different concerns in practice.",,2023,dec,https://doi.org/10.48550/arXiv.2312.16191,\url{https://arxiv.org/pdf/2312.16191},ARTICLE,Ferry2023,no,survey or review
VerifiableFairness:Privacy-preserving Computation ofFairnessfor Machine Learning Systems,"Toreini, Ehsan AND Mehrnezhad, Maryam AND Moorsel, van, Aad","Fairmachine learning is a thriving and vibrant research topic. In this paper, we proposeFairnessas a Service (FaaS), a secure, verifiable andprivacy-preserving protocol to computes and verify thefairnessof any machine learning (ML) model. In the deisgn of FaaS, the data and outcomes are represented through cryptograms to ensureprivacy. Also, zero knowledge proofs guarantee the well-formedness of the cryptograms and underlying data. FaaS is model--agnostic and can support variousfairnessmetrics; hence, it can be used as a service toauditthefairnessof any ML model. Our solution requires no trusted third party orprivatechannels for the computation of thefairnessmetric. The security guarantees and commitments are implemented in a way that every step is securely transparent and verifiable from the start to the end of the process. The cryptograms of all input data are publicly available for everyone, e.g.,auditors, social activists and experts, to verify the correctness of the process. We implemented FaaS to investigate performance and demonstrate the successful use of FaaS for a publicly available data set with thousands of entries.","accepted in International Workshop onPrivate, Secure, and Trustworthy AI (PriST-AI), ESORICS'23 workshop",2023,sep,https://doi.org/10.48550/arXiv.2309.06061,\url{https://arxiv.org/pdf/2309.06061},ARTICLE,Toreini2023,yes,
APrivacy-Preserving Blockchain-based E-voting System,"Mukherjee, Arnab AND Majumdar, Souvik AND Kolya, Kumar, Anup AND Nandi, Saborni","Within a modern democratic nation, elections play a significant role in the nation's functioning. However, with the existing infrastructure for conducting elections using Electronic Voting Systems (EVMs), many loopholes exist, which illegitimate entities might leverage to cast false votes or even tamper with the EVMs after the voting session is complete. The need of the hour is to introduce a robust,auditable, transparent, and tamper-proof e-voting system, enabling a more reliable andfairelection process. To address such concerns, we propose a novel solution for blockchain-based e-voting, focusing on the security andprivacyaspects of the e-voting process. We consider the security risks and loopholes and aim to preserve the anonymity of the voters while ensuring that illegitimate votes are properly handled. Additionally, we develop a prototype as a proof of concept using the Ethereum blockchain platform. Finally, we perform experiments to demonstrate the performance of the system.",,2023,jul,https://doi.org/10.48550/arXiv.2307.08412,\url{https://arxiv.org/pdf/2307.08412},ARTICLE,Mukherjee2023,no,not auditing OF AI
Deploying ZKP Frameworks with Real-World Data: Challenges and Proposed Solutions,"Mallozzi, Piergiuseppe","Zero-knowledge proof (ZKP) frameworks have the potential to revolutionize the handling of sensitive data in various domains. However, deploying ZKP frameworks with real-world data presents several challenges, including scalability, usability, and interoperability. In this project, we present Fact Fortress, an end-to-end framework for designing and deploying zero-knowledge proofs of general statements. Our solution leverages proofs of data provenance andauditabledata access policies to ensure the trustworthiness of how sensitive data is handled and provide assurance of the computations that have been performed on it. ZKP is mostly associated with blockchain technology, where it enhances transactionprivacyand scalability through rollups, addressing the data inherent to the blockchain. Our approach focuses on safeguarding theprivacyof data external to the blockchain, with the blockchain serving as publiclyauditableinfrastructure to verify the validity of ZK proofs and track how data access has been granted without revealing the data itself. Additionally, our framework provides high-level abstractions that enable developers to express complex computations without worrying about the underlying arithmetic circuits and facilitates the deployment of on-chain verifiers. Although our approach demonstratedfairscalability for large datasets, there is still room for improvement, and further work is needed to enhance its scalability. By enabling on-chain verification of computation and data provenance without revealing any information about the data itself, our solution ensures the integrity of the computations on the data while preserving itsprivacy.",,2023,jul,https://doi.org/10.48550/arXiv.2307.06408,\url{https://arxiv.org/pdf/2307.06408},ARTICLE,Mallozzi2023,no,not auditing OF AI
Quantum PufferfishPrivacy: A FlexiblePrivacyFramework for Quantum Systems,"Nuradha, Theshani AND Goldfeld, Ziv AND Wilde, M., Mark","We propose a versatileprivacyframework for quantum systems, termed quantum pufferfishprivacy(QPP). Inspired by classical pufferfishprivacy, our formulation generalizes and addresses limitations of quantum differentialprivacyby offering flexibility in specifyingprivateinformation, feasible measurements, and domain knowledge. We show that QPP can be equivalently formulated in terms of the Datta-Leditzky information spectrum divergence, thus providing the first operational interpretation thereof. We reformulate this divergence as a semi-definite program and derive several properties of it, which are then used to prove convexity, composability, and post-processing of QPP mechanisms. Parameters that guarantee QPP of the depolarization mechanism are also derived. We analyze theprivacy-utility tradeoff of general QPP mechanisms and, again, study the depolarization mechanism as an explicit instance. The QPP framework is then applied toprivacyauditingfor identifyingprivacyviolations via a hypothesis testing pipeline that leverages quantum algorithms. Connections to quantumfairnessand other quantum divergences are also explored and several variants of QPP are examined.","v2: 33 pages, 9 figures, accepted to IEEE Transactions on Information Theory",2024,may,https://doi.org/10.48550/arXiv.2306.13054,\url{https://arxiv.org/pdf/2306.13054},ARTICLE,Nuradha2024,no,not auditing OF AI
"Datasheets for Machine Learning Sensors: Towards Transparency,Auditability, and Responsibility for Intelligent Sensing","Stewart, Matthew AND Warden, Pete AND Omri, Yasmine AND Prakash, Shvetank AND Santos, Joao AND Hymel, Shawn AND Brown, Benjamin AND MacArthur, Jim AND Jeffries, Nat AND Katti, Sachin AND Plancher, Brian AND Reddi, Janapa, Vijay","Machine learning (ML) sensors are enabling intelligence at the edge by empowering end-users with greater control over their data. ML sensors offer a new paradigm for sensing that moves the processing and analysis to the device itself rather than relying on the cloud, bringing benefits like lower latency and greater dataprivacy. The rise of these intelligent edge devices, while revolutionizing areas like the internet of things (IoT) and healthcare, also throws open critical questions aboutprivacy, security, and the opacity of AI decision-making. As ML sensors become more pervasive, it requires judicious governance regarding transparency, accountability, andfairness. To this end, we introduce a standard datasheet template for these ML sensors and discuss and evaluate the design and motivation for each section of the datasheet in detail including: standard dasheet components like the system's hardware specifications, IoT and AI components like the ML model and dataset attributes, as well as novel components like end-to-end performance metrics, and expanded environmental impact metrics. To provide a case study of the application of our datasheet template, we also designed and developed two examples for ML sensors performing computer vision-based person detection: one an open-source ML sensor designed and developed in-house, and a second commercial ML sensor developed by our industry collaborators. Together, ML sensors and their datasheets provide greaterprivacy, security, transparency, explainability,auditability, and user-friendliness for ML-enabled embedded systems. We conclude by emphasizing the need for standardization of datasheets across the broader ML community to ensure the responsible use of sensor data.",,2024,feb,https://doi.org/10.48550/arXiv.2306.08848,\url{https://arxiv.org/pdf/2306.08848},ARTICLE,Stewart2024,yes,
SEAL: A Strategy-Proof andPrivacy-Preserving UAV Computation Offloading Framework,"Wang, Yuntao AND Su, Zhou AND Luan, H., Tom AND Li, Jiliang AND Xu, Qichao AND Li, Ruidong","Due to the limited battery and computing resource, offloading unmanned aerial vehicles (UAVs)' computation tasks to ground infrastructure, e.g., vehicles, is a fundamental framework. Under such an open and untrusted environment, vehicles are reluctant to share their computing resource unless provisioning strong incentives,privacyprotection, andfairnessguarantee. Precisely, without strategy-proofness guarantee, the strategic vehicles can overclaim participation costs so as to conduct market manipulation. Without thefairnessprovision, vehicles can deliberately abort the assigned tasks without any punishments, and UAVs can refuse to pay by the end, causing an exchange dilemma. Lastly, the strategy-proofness andfairnessprovision typically require transparent payment/task results exchange under publicaudit, which may disclose sensitive information of vehicles and make theprivacypreservation a foremost issue. To achieve the three design goals, we propose SEAL, an integrated framework to address strategy-proof,fair, andprivacy-preserving UAV computation offloading. SEAL deploys a strategy-proof reverse combinatorial auction mechanism to optimize UAVs' task offloading under practical constraints while ensuring economic-robustness and polynomial-time efficiency. Based on smart contracts and hashchain micropayment, SEAL implements afairon-chain exchange protocol to realize the atomic completion of batch payments and computing results in multi-round auctions. In addition, aprivacy-preserving off-chain auction protocol is devised with the assistance of the trusted processor to efficiently protect vehicles' bidprivacy. Using rigorous theoretical analysis and extensive simulations, we validate that SEAL can effectively prevent vehicles from manipulating, ensureprivacyprotection andfairness, improve the offloading efficiency.",Accepted by IEEE Transactions on Information Forensics and Security (IEEE TIFS),2023,may,https://doi.org/10.48550/arXiv.2305.08691,\url{https://arxiv.org/pdf/2305.08691},ARTICLE,Wang2023,no,not auditing OF AI
"Connecting the Dots in Trustworthy Artificial Intelligence: From AI Principles, Ethics, and Key Requirements to Responsible AI Systems and Regulation","Díaz-Rodríguez, Natalia AND Ser, Del, Javier AND Coeckelbergh, Mark AND Prado, de, López, Marcos AND Herrera-Viedma, Enrique AND Herrera, Francisco","Trustworthy Artificial Intelligence (AI) is based on seven technical requirements sustained over three main pillars that should be met throughout the system's entire life cycle: it should be (1) lawful, (2) ethical, and (3) robust, both from a technical and a social perspective. However, attaining truly trustworthy AI concerns a wider vision that comprises the trustworthiness of all processes and actors that are part of the system's life cycle, and considers previous aspects from different lenses. A more holistic vision contemplates four essential axes: the global principles for ethical use and development of AI-based systems, a philosophical take on AI ethics, a risk-based approach to AI regulation, and the mentioned pillars and requirements. The seven requirements (human agency and oversight; robustness and safety;privacyand data governance; transparency; diversity, non-discrimination andfairness; societal and environmental wellbeing; and accountability) are analyzed from a triple perspective: What each requirement for trustworthy AI is, Why it is needed, and How each requirement can be implemented in practice. On the other hand, a practical approach to implement trustworthy AI systems allows defining the concept of responsibility of AI-based systems facing the law, through a givenauditingprocess. Therefore, a responsible AI system is the resulting notion we introduce in this work, and a concept of utmost necessity that can be realized throughauditingprocesses, subject to the challenges posed by the use of regulatory sandboxes. Our multidisciplinary vision of trustworthy AI culminates in a debate on the diverging views published lately about the future of AI. Our reflections in this matter conclude that regulation is a key for reaching a consensus among these views, and that trustworthy and responsible AI systems will be crucial for the present and future of our society.","30 pages, 5 figures, under second review",2023,jun,https://doi.org/10.48550/arXiv.2305.02231,\url{https://arxiv.org/pdf/2305.02231},ARTICLE,Díaz-Rodríguez2023,no,not auditing OF AI
PopSim: An Individual-level Population Simulator for Equitable Allocation of City Resources,"Nguyen, Duy, Khanh AND Shahbazi, Nima AND Asudeh, Abolfazl","Historical systematic exclusionary tactics based on race have forced people of certain demographic groups to congregate in specific urban areas. Aside from the ethical aspects of such segregation, these policies have implications for the allocation of urban resources including public transportation, healthcare, and education within the cities. The initial step towards addressing these issues involves conducting anauditto assess the status of equitable resource allocation. However, due toprivacyand confidentiality concerns, individual-level data containing demographic information cannot be made publicly available. By leveraging publicly available aggregated demographic statistics data, we introduce PopSim, a system for generating semi-synthetic individual-level population data with demographic information. We use PopSim to generate multiple benchmark datasets for the city of Chicago and conduct extensive statistical evaluations to validate those. We further use our datasets for several case studies that showcase the application of our system forauditingequitable allocation of city resources.","Published as part of the Workshop on AlgorithmicFairnessin Artificial Intelligence, Machine Learning, and Decision Making (AFair-AMLD) at the SIAM International Conference on Data Mining (SDM23)",2023,apr,https://doi.org/10.48550/arXiv.2305.02204,\url{https://arxiv.org/pdf/2305.02204},ARTICLE,Nguyen2023,no,not auditing OF AI
"Benchmark Dataset Dynamics, Bias andPrivacyChallenges in Voice Biometrics Research","Rusti, Casandra AND Leschanowsky, Anna AND Quinlan, Carolyn AND Pnacek, Michaela AND Gorce, Lauriane AND Hutiri, Wiebke","Speaker recognition is a widely used voice-based biometric technology with applications in various industries, including banking, education, recruitment, immigration, law enforcement, healthcare, and well-being. However, while dataset evaluations andauditshave improved data practices in face recognition and other computer vision tasks, the data practices in speaker recognition have gone largely unquestioned. Our research aims to address this gap by exploring how dataset usage has evolved over time and what implications this has on bias,fairnessandprivacyin speaker recognition systems. Previous studies have demonstrated the presence of historical, representation, and measurement biases in popular speaker recognition benchmarks. In this paper, we present a longitudinal study of speaker recognition datasets used for training and evaluation from 2012 to 2021. We survey close to 700 papers to investigate community adoption of datasets and changes in usage over a crucial time period where speaker recognition approaches transitioned to the widespread adoption of deep neural networks. Our study identifies the most commonly used datasets in the field, examines their usage patterns, and assesses their attributes that affect bias,fairness, and other ethical concerns. Our findings suggest areas for further research on the ethics andfairnessof speaker recognition technology.",8 pages (10 with References),2023,aug,https://doi.org/10.48550/arXiv.2304.03858,\url{https://arxiv.org/pdf/2304.03858},ARTICLE,Rusti2023,no,survey or review
Ethical Considerations for Responsible Data Curation,"Andrews, A., T., Jerone AND Zhao, Dora AND Thong, William AND Modas, Apostolos AND Papakyriakopoulos, Orestis AND Xiang, Alice","Human-centric computer vision (HCCV) data curation practices often neglectprivacyand bias concerns, leading to dataset retractions and unfair models. HCCV datasets constructed through nonconsensual web scraping lack crucial metadata for comprehensivefairnessand robustness evaluations. Current remedies are post hoc, lack persuasive justification for adoption, or fail to provide proper contextualization for appropriate application. Our research focuses on proactive, domain-specific recommendations, covering purpose,privacyand consent, and diversity, for curating HCCV evaluation datasets, addressingprivacyand bias concerns. We adopt an ante hoc reflective perspective, drawing from current practices, guidelines, dataset withdrawals, andaudits, to inform our considerations and recommendations.",NeurIPS 2023 Track on Datasets and Benchmarks (Oral),2023,dec,https://doi.org/10.48550/arXiv.2302.03629,\url{https://arxiv.org/pdf/2302.03629},ARTICLE,Andrews2023,no,not auditing OF AI
Much Ado About Gender: Current Practices and Future Recommendations for Appropriate Gender-Aware Information Access,"Pinney, Christine AND Raj, Amifa AND Hanna, Alex AND Ekstrand, D., Michael","Information access research (and development) sometimes makes use of gender, whether to report on the demographics of participants in a user study, as inputs to personalized results or recommendations, or to make systems gender-fair, amongst other purposes. This work makes a variety of assumptions about gender, however, that are not necessarily aligned with current understandings of what gender is, how it should be encoded, and how a gender variable should be ethically used. In this work, we present a systematic review of papers on information retrieval and recommender systems that mention gender in order to document how gender is currently being used in this field. We find that most papers mentioning gender do not use an explicit gender variable, but most of those that do either focus on contextualizing results of model performance, personalizing a system based on assumptions of user gender, orauditinga model's behavior forfairnessor otherprivacy-related issues. Moreover, most of the papers we review rely on a binary notion of gender, even if they acknowledge that gender cannot be split into two categories. We connect these findings with scholarship on gender theory and recent work on gender in human-computer interaction and natural language processing. We conclude by making recommendations for ethical and well-grounded use of gender in building and researching information access systems.",Published in CHIIR 2023,2023,jan,https://doi.org/10.48550/arXiv.2301.04780,\url{https://arxiv.org/pdf/2301.04780},ARTICLE,Pinney2023,no,survey or review
