Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
J,"Munz, Phil; Hennick, Max; Stewart, James",,,,,"Munz, Phil/0009-0008-1219-2480",,,,,Maximizing AI reliability through anticipatory thinking and model risk audits,,,,,,,,AI MAGAZINE,,,,44,2,,,173,184,,,,10.1002/aaai.12099,,,,,JUN 2023,,Article,JUN 2023,2023,"AI is transforming the way we live and work, with the potential to improve our lives in many ways. However, there are risks associated with AI deployments including failures of model robustness and security, explainability and interpretability, bias and fairness, and privacy and ethics. While there are international efforts to define governance standards for responsible AI, these are currently only principles-based, leaving organizations uncertain as to how they can prepare for emerging regulations or evaluate their effectiveness. We propose the use of anticipatory thinking and a flexible model risk audit (MRA) framework to bridge this gap and enable organizations to take an advantage of the benefits of responsible AI. This approach enables organizations to characterize risk at the model level and to apply the anticipatory thinking employed by high reliability organizations to achieve responsible AI deployments.",,,,,,,,,4,0,0,0,0,0,4,,,0738-4602,2371-9621,,,,,,,,,,"TrojAI Inc, St John, NB, Canada",TrojAI Inc,,,2023-07-05,WOS:001012977300001,,
C,"Balasubramaniam, Nagadivya; Kauppinen, Marjo; Hiekkanen, Kari; Kujala, Sari",,,,"Kujala, Sari/M-7004-2013","Balasubramaniam, Nagadivya/0009-0007-3869-6479","Gervasi, V; Vogelsang, A",,,,Transparency and Explainability of AI Systems: Ethical Guidelines in Practice,,,,,,,,"REQUIREMENTS ENGINEERING: FOUNDATION FOR SOFTWARE QUALITY, REFSQ 2022",,Lecture Notes in Computer Science,,13216,,,,3,18,,,,10.1007/978-3-030-98464-9_1,,,,,,,Proceedings Paper,2022,2022,"[Context and Motivation] Recent studies have highlighted transparency and explainability as important quality requirements of AI systems. However, there are still relatively few case studies that describe the current state of defining these quality requirements in practice. [Question] The goal of our study was to explore what ethical guidelines organizations have defined for the development of transparent and explainable AI systems. We analyzed the ethical guidelines in 16 organizations representing different industries and public sector. [Results] In the ethical guidelines, the importance of transparency was highlighted by almost all of the organizations, and explainability was considered as an integral part of transparency. Building trust in AI systems was one of the key reasons for developing transparency and explainability, and customers and users were raised as the main target groups of the explanations. The organizations also mentioned developers, partners, and stakeholders as important groups needing explanations. The ethical guidelines contained the following aspects of the AI system that should be explained: the purpose, role of AI, inputs, behavior, data utilized, outputs, and limitations. The guidelines also pointed out that transparency and explainability relate to several other quality requirements, such as trustworthiness, understandability, traceability, privacy, auditability, and fairness. [Contribution] For researchers, this paper provides insights into what organizations consider important in the transparency and, in particular, explainability of AI systems. For practitioners, this study suggests a structured way to define explainability requirements of AI systems.",,,,,28th International Working Conference on Requirements Engineering: Foundation for Software Quality (REFSQ)28th International Working Conference on Requirements Engineering: Foundation for Software Quality (REFSQ),"MAR 21-24, 2022MAR 21-24, 2022",Aston Univ; Univ Cologne; Durham Univ; Univ Pisa; Univ Politecnica Catalunya; Int Requirements Engn Board; BCS; EPSRC Res Project Twenty20Insight; SpringerAston Univ; Univ Cologne; Durham Univ; Univ Pisa; Univ Politecnica Catalunya; Int Requirements Engn Board; BCS; EPSRC Res Project Twenty20Insight; Springer,"Birmingham, ENGLANDBirmingham, ENGLAND",35,0,0,0,2,0,45,,,0302-9743,1611-3349,978-3-030-98464-9; 978-3-030-98463-2,,,,,,,,,"Aalto Univ, Dept Comp Sci, Espoo, Finland",,,,2022-05-11,WOS:000784606100001,,
J,"Kiselev, Aleksandr S.",,,,,,,,,,Theoretical and legal analysis of the risks of introducing technologies based on artificial intelligence in the socio-economic sphere,,,,,,,,VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-PRAVO-TOMSK STATE UNIVERSITY JOURNAL OF LAW,,,,,55,,,,,,,,10.17223/22253513/55/4,,,,,,,Article,MAR 2025,2025,"In this paper the main risks of application of artificial intelligence in the socio-economic sphere and measures that can be utilized to minimize them have been considered. The following risks have been identified: disappearance of many professions, loss of jobs, vulnerability of AI-based systems to hacker attacks, formation of monopolies, discrimination of individual citizens and social groups, etc. Methodology: the work applied general scientific methods of research-analysis, synthesis, induction, deduction, systematic method and method of abstraction, as well as private-scientific methods: comparative-legal and formal-legal. Legal methods to minimize the risks of AI implementation were recommended, and prospects for further research in this area were identified. 1. Standards (GOSTs) should be created to which AI systems will be obligatorily compliant. These standards should regulate the transparency of operation and contain security protocols for AI-based systems, as well as protect human and civil rights and freedoms. The key principles, in our view, should be security, transparency and respect for human rights and freedoms. Defining ethical standards also involves making decisions about the collection and use of personal data. 2. Any AI-based systems must be understandable not only to operators and programmers, but also to the majority of citizens. Accordingly, it is necessary to develop a scale for assessing the degree of explainability of the functioning of individual AI-based technologies. This can help both the developers themselves and educators in developing appropriate educational programs, advanced training courses and professional retraining. 3. AI operation in experimental mode. It is important that before its direct implementation in any sphere of human activity, developers receive and take into account feedback from users. This approach allows identifying and correcting possible errors, errors in operation that may occur during the operation of the AI. 4. Systematic and continuous monitoring of AI-based systems by the authorities. That is why we should think about creating special interdepartmental expert commissions consisting of specialists in legal, technical, ethical and other issues of AI application. 5. When developing AI systems, the socio-cultural characteristics and needs of each particular community must be taken into account. We believe that the following laws are needed: on transparency of algorithms to ensure that they work in various sectors of the economy from commerce to social services; on the verification of the proper functioning, whereby AI should be available for systematic auditing and monitoring to ensure that it works properly and complies with government standards; on non-discrimination; and on fair distribution of AI-based high-tech to all members of society.",,,,,,,,,0,0,0,0,0,0,0,,,2225-3513,2311-3693,,,,,,,,,,"Financial Univ Govt Russian Federat, Fac Law, Ctr Res & Expertise, Moscow, RussiaFinancial Univ Govt Russian Federat, Fac Law, Dept Int & Publ Law, Moscow, Russia",,,,2025-06-01,WOS:001498090600003,,
J,"Biswas, Oishi; Sharma, Prerana; Das, Shreyashi; Bharti, Laxmi",,,,,,,,,,,,,,,,,,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,,,,9,4,,,1,9,,,,10.55041/ijsrem44266,,,,,,,Article,Apr 10 2025,2025,"The impact of artificial intelligence (AI) on human resources management (HRM) is profound, driving major shifts in how organizations approach workforce management. AI is fundamentally changing key HR processes such as recruitment, performance management, employee development, and HR administration. In the recruitment space, AI-powered tools can automate the initial stages of hiring, streamlining tasks like resume screening and interview scheduling. These technologies are able to analyze large pools of applicants, matching their qualifications and skills to the job requirements. This can lead to faster, more accurate hiring decisions and help organizations build diverse, high-performing teams. However, there is a potential risk that biases embedded in the data used by AI systems could reinforce inequalities, making it crucial for companies to ensure that their AI tools are regularly audited for fairness and inclusivity.In performance management, AI is transforming how employees are evaluated and developed. Traditional performance reviews can often be subjective and inconsistent, but AI can introduce a more objective and data-driven approach. By continuously tracking key performance indicators (KPIs) and employee behaviors, AI can provide real-time insights into performance trends, identify potential areas of improvement, and even predict future challenges. This enables HR professionals to tailor development plans for individual employees, fostering personal growth and enhancing overall productivity. However, the reliance on AI for performance evaluation raises concerns about employee privacy and the potential for over-monitoring, highlighting the need for clear ethical guidelines and transparency in how data is collected and used.",,,,,,,,,0,0,0,0,0,0,0,,,,2582-3930,,,,,,,,,,,,,,2025-07-10,RC:142937789_S24,,
J,"Kang, El",,,,,,,,,,Artificial Intelligence Contracts and Realization of the Principle of Freedom of Contract,,,인공지능계약과 계약자유 원칙의 실현,,,,,Gachon Law Review,가천법학,,,17,4,,,3,46,,,,,,,,,,,research-article,2024,2024,"The development of artificial intelligence (AI) presents new challenges and opportunities in the realm of legal systems and contract law. In particular, concerns have been raised about the possibility of AI participating as a contracting party, which could threaten the traditional principle of freedom of contract. The principle of freedom of contract, which forms the foundation of private autonomy, guarantees the freedom of parties to autonomously decide on the conclusion, content, counterpart, and method of a contract. However, the introduction of AI into the contract formation process not only enhances efficiency in areas such as the presentation of contract terms, automated negotiations, and contract drafting but also raises issues such as the opacity of decision-making, data bias, and the infringement of personal information. The utilization of artificial intelligence in the contract formation process has the potential to limit human autonomy; however, it can also facilitate the formation of efficient contracts by complementing and expanding the principle of freedom of contract through the enhancement of private autonomy enabled by artificial intelligence.AI contracts offer efficiency and convenience but are accompanied by challenges related to ensuring trustworthiness, fairness, and accountability. To address these issues, AI governance and algorithm audits can play a crucial role. AI governance, based on limited regulation, the activation of self-regulation, and the participation of stakeholders, can promote the balanced development of innovation in AI contracts while upholding the principle of freedom of contract. Furthermore, algorithm audits can prevent distortions of the principle of freedom of contract by identifying and addressing system biases, errors, and unethical decision-making, while demonstrating the operation of fair and unbiased systems.To protect human autonomy and uphold the principle of freedom of contract in AI agreements, it is essential to establish fair and trustworthy AI systems. This will enhance trust among contracting parties and facilitate the formation of contracts freely. It is necessary to systematically analyze the limiting factors of the principle of freedom of contract that arise in the process of AI contracts. Based on this analysis, efforts should be made to explore ways to effectively implement the principle of freedom of contract in a manner that aligns with the AI environment.",,,,"인공지능(AI)의 발전은 법적 제도와 계약법의 영역에서 새로운 도전과 기회를 제공하고 있다. 특히, 인공지능이 계약의 당사자로 참여할 가능성이 제기되면서 전통적인 계약자유의 원칙이 위협받을 수 있다는 우려가 제기된다. 계약자유의 원칙은 사적자치의 근간으로 계약의 체결 여부, 내용, 상대방 선택, 방식 등을 당사자가 자율적으로 결정할 수 있는 자유를 보장한다. 하지만 인공지능이 계약체결 과정에 도입되면 계약조건의 제시, 협상의 자동화, 계약서 작성 등에서 효율성을 증진시키는 동시에 의사결정의 불투명성, 데이터 편향성, 개인정보 침해 등의 문제를 초래할 수 있다. 인공지능이 계약의 당사자로 인정될 경우, 인공지능의 권리능력과 행위능력 부여 및 그 범위에 대한 법적Â·사회적 합의가 필요하다. 특히, 계약위반 시 책임귀속 주체를 명확히 하는 것이 중요한 쟁점으로 대두된다. 이를 해결하기 위해 기존 계약법의 재검토와 함께 인공지능의 특성을 반영한 새로운 법리의 정립이 요구된다. 인공지능의 활용은 계약체결 과정에서 인간의 자율성을 제한할 가능성이 있지만, 동시에 인공지능의 활용으로 인한 사적자치의 확대를 통해 계약자유의 원칙을 보완하고 확장하여 효율적인 계약 형성을 지원할 수 있다.인공지능계약은 효율성과 편의성을 제공하지만 신뢰성, 공정성, 책임성 확보라는 과제를 동반한다. 이를 해결하기 위해 인공지능 거버넌스와 알고리즘 감사가 중요한 역할을 할 수 있다. 제한적 규제, 자율규제 활성화, 이해관계자 참여를 기반으로 한 인공지능 거버넌스는 인공지능계약의 혁신성과 계약자유 원칙 간의 균형적 발전을 도모할 수 있다. 또한, 인공지능 알고리즘 감사는 시스템의 편향, 오류, 비윤리적 의사결정을 방지하고, 공정하고 비편향적인 시스템 작동을 입증함으로써 계약자유 원칙의 훼손을 예방할 수 있다.인공지능계약에서 인간의 자율성을 보호하고 계약자유의 원칙을 실현하기 위해서는 공정하고 신뢰할 수 있는 인공지능시스템을 구축하는 것이 필수적이다. 이를 통해 계약 당사자 간 신뢰를 증진하고 자유로운 계약체결을 촉진할 수 있을 것이다. 인공지능의 발전과 활용은 계약자유의 원칙을 포함하는 계약법 영역에 새로운 도전과 기회를 제시하고 있으며, 공정성과 효율성을 동시에 담보할 수 있는 법적Â·사회적 합의 도출을 위한 지속적인 논의가 필요하다. 따라서 인공지능계약 과정에서 제기되는 계약자유 원칙의 제한 요소를 체계적으로 분석하고, 이를 토대로 인공지능 환경에 부합하는 계약자유의 원칙을 효과적으로 구현할 수 있는 방안을 모색할 필요가 있다.",,,,,0,0,0,0,0,0,0,,,2713-8151,,,,,,,,,,,,,,,2025-01-26,KJD:ART003166317,,
J,"Sharma, Prapti",,,,,,,,,,,,,,,,,,International Journal For Multidisciplinary Research,,,,7,4,,,,,,,,10.36948/ijfmr.2025.v07i04.50414,,,,,,,Article,Jan 01 2025,2025,"Artificial intelligence (AI) technologies are being used at a rapid pace, which has created previously unnoticed ethical difficulties that call for creative solutions to guarantee adherence to moral principles. This research paper presents the AI Ethics Compliance System (AECS), a cutting-edge system that combines smart contracts, blockchain technology, and AI governance mechanisms to address enduring ethical issues in AI, such as privacy assurance, transparency, and bias mitigation. AECS creates a scalable and adaptable ethical auditing layer for AI systems by combining real-time bias monitoring, immutable decision logging, and automated regulatory compliance enforcement in a way that is not possible with other solutions. With the goal to overcome current throughput and latency limits, the framework stands out for its hybrid blockchain architecture, support for smart contract-based legal adaptation, and modular design.When compared to well-known solutions like IBM's AI Fairness 360, AECS can perform better in terms of auditability and compliance accuracy. When tested using common benchmark datasets and metrics, prototype implementations in high-stakes applications—like facial recognition and medical diagnostics—show that AECS can increase compliance rates by up to 30%. Furthermore, with built-in capabilities for dynamic legal updates and jurisdictional variation, AECS is created in accordance with international regulatory frameworks such as the GDPR and the EU AI Act. These results highlight the potential of AECS as a strong compliance framework that can connect the progress of technical AI with changing legal and ethical standards.",,,,,,,,,0,0,0,0,0,0,0,,,,2582-2160,,,,,,,,,,,,,,2025-08-05,RC:158384949_S24,,
J,Ruwaiza Sasmita; Tiara Azzahra Marpaung,,,,,,,,,,,,,,,,,,BLAZE Jurnal Bahasa dan Sastra dalam Pendidikan Linguistik dan Pengembangan,,,,3,1,,,108,119,,,,10.59841/blaze.v3i1.2260,,,,,Dec 2024,,Article,Dec 30 2024,2024,"The development of Artificial Intelligence (AI) has brought significant changes to the field of translation, offering ease and efficiency in the translation process. However, its use raises various ethical issues that need to be regulated through a clear code of ethics. This study discusses the Code of Ethics for the Use of AI in Translation, encompassing key principles such as accountability, transparency, privacy, fairness, and cultural respect.The code of ethics aims to optimize AI's potential while minimizing negative impacts, such as algorithmic bias, loss of cultural meaning in translations, and the declining role of human translators. Through literature reviews and case studies, this research recommends steps such as regular AI system audits, human-AI collaboration, and compliance with data privacy laws. By implementing this code of ethics, the use of AI in translation is expected to operate responsibly, support linguistic diversity, and uphold professional standards in the field of translation.",,,,,,,,,0,0,0,0,0,0,0,,,,3025-2423,,,,,,,,,,,,,,2025-07-10,RC:140494790_S24,,
J,"Kulal, Abhinandan; Dinesh, Sahana; Abhishek, N.",,,,"Dinesh, Sahana/NYT-2530-2025; Kulal, Abhinandan/GSN-5451-2022",,,,,,Organizational Impact of AI-Driven Recruitment Practices: A Mixed-Methods Study,,,,,,,,JOURNAL OF COMPUTER INFORMATION SYSTEMS,,,,,,,,,,,,,10.1080/08874417.2025.2508860,,,,,MAY 2025,,Article; Early Access,,2025,"The integration of Artificial Intelligence (AI) into recruitment processes has revolutionized talent acquisition, promising enhanced efficiency, fairness, and data-driven decision-making. However, its ethical implications remain a subject of debate, with concerns regarding algorithmic bias, transparency, and privacy. This study examines the impact of AI-driven recruitment on organizational outcomes, focusing on ethical compliance, workforce diversity, HR policy robustness, and employee engagement. Grounded in the Stimulus-Organism-Response (SOR) framework, the research employs a mixed-methods approach, combining survey data from HR professionals and qualitative insights from semi-structured interviews. The findings reveal that while AI enhances efficiency and standardizes hiring criteria, its opacity and potential biases pose challenges to fairness and inclusivity. Ethical AI governance, transparency mechanisms, and algorithmic audits emerge as critical factors in mitigating biases and fostering trust in AI-driven hiring. Furthermore, the study highlights the role of HR policy adaptability in ensuring legal compliance and maintaining employee confidence in AI recruitment systems.",,,,,,,,,0,0,0,0,0,0,0,,,0887-4417,2380-2057,,,,,,,,,,"Govt First Grade Coll, Siddakatte, Karnataka, IndiaGovt First Grade Coll, Napoklu, IndiaGovt First Grade Coll, Halebeedu, India",Govt First Grade CollGovt First Grade CollGovt First Grade Coll,,,2025-05-28,WOS:001494144200001,,
J,Aditi M Jain; Ayush Jain,,,,,,,,,,,,,,,,,,International Journal of Scientific Research in Computer Science Engineering and Information Technology,,,,11,1,,,3720,3728,,,,10.32628/cseit2410414,,,,,Feb 2025,,Article,Feb 25 2025,2025,"As e-commerce rapidly integrates artificial intelligence (AI) for content creation and product recommendations, these technologies offer significant benefits in personalization and efficiency. AI driven systems automate product descriptions, generate dynamic advertisements, and deliver tailored recommendations based on consumer behavior, as seen in major platforms like Amazon and Shopify. However, the widespread use of AI in e-commerce raises crucial ethical challenges, particularly around data privacy, algorithmic bias, and consumer autonomy. Bias—whether cultural, gender based, or socioeconomic—can be inadvertently embedded in AI models, leading to inequitable product recommendations and reinforcing harmful stereotypes.This paper examines the ethical implications of AI driven content creation and product recommendations, emphasizing the need for frameworks to ensure fairness, transparency, and need for more established and robust ethical standards. We propose actionable best practices to remove bias and ensure inclusivity, such as conducting regular audits of algorithms, diversifying training data, and incorporating fairness metrics into AI models. Additionally, we discuss frameworks for ethical conformance that focus on safeguarding consumer data privacy, promoting transparency in decision making processes, and enhancing consumer autonomy. By addressing these issues, we provide guidelines for responsibly utilizing AI in e-commerce applications for content creation and product recommendations, ensuring that these technologies are both effective and ethically sound.",,,,,,,,,0,0,0,0,0,0,0,,,,2456-3307,,,,,,,,,,,,,,2025-07-11,RC:151349742_S24,,
J,"Zisan, Tauhidul Islam; Pulok, Md Meherab Khandokar; Borman, Dipok; Barmon, Roni Chandra; Asif, Md. Rakibul Hasan",,,,,,,,,,,,,,,,,,European Journal of Theoretical and Applied Sciences,,,,2,6,,,324,332,,,,10.59324/ejtas.2024.2(6).26,,,,,Nov 2024,,Article,Nov 01 2024,2024,"AI and Big Data make the traditional landscape of auditing change by further improving auditing practices in terms of efficiency, accuracy, and enhancement of risk management capabilities. The paper summarizes significant discussions on the application areas, benefits, challenges, and relevant ethics related to AI in extensive data auditing. It also considers crucial applications of AI in the audit realm, such as anomaly detection, predictive analytics, process automation, and real-time monitoring. Finally, it discusses various challenges, viz., the use of AI within the auditing domain: data security risks, biases, regulatory compliance, and ever-evolving requirements towards auditors' competencies. Conclusions are drawn on the industry-specific adoption trends showing how different industries, from finance to healthcare, retail, and manufacturing, have adopted AI. Furthermore, some sections address the issue of ethics: transparency, privacy, and fairness are discussed as high-priority issues to create trust in AI-augmented audits. The findings support that while AI and big data hold much potential in transforming auditing, successful deliverables on these are dependent upon how these technical and ethical challenges will be addressed and nurtured in interdisciplinary talent. The paper concludes with future trend insight that real-time auditing, predictive analytics, and blockchains for security in data management will have increased adoption. The studies further highlight that to drive full benefits from AI in auditing; there needs to be further innovation, ethical solid frameworks, and adaptive skill development to ensure integrity and accountability. .",,,,,,,,,1,0,0,0,0,0,1,,,,2786-7447,,,,,,,,,,,,,,2025-07-10,RC:148658391_S24,,
J,"Kalluri, Neeraja",,,,,,,,,,,,,,,,,,International Journal For Multidisciplinary Research,,,,7,4,,,,,,,,10.36948/ijfmr.2025.v07i04.51880,,,,,,,Article,Jan 01 2025,2025,"This paper examines the growing role of artificial intelligence in workplace lawsuits, labour relations, and dispute resolution. It examines the ways AI-enabled tools are altering how managers make decisions, how employees are monitored, the risk of discrimination, and the management of conflicts. The authors conducted a literature review that draws on articles published in peer-reviewed journals indexed by Scopus and Web of Science. From that review, five recurring themes emerged: algorithmic decision-making, continual workplace monitoring, predictive analytics, AI-assisted mediation, and the broader legal fallout. The analysis finds that AI can help organisations reduce risk, boost compliance, and resolve disputes early; however, it also raises serious concerns about bias in algorithms, a lack of transparency in decision-making processes, and potential violations of worker privacy rights. The authors argue that hybrid approaches where human judgment complements AI tools are vital to preserving fairness and accountability under the law. They urge companies to implement responsible AI governance that prioritises transparency, explainability, regular bias audits, and explicit worker consent. At the same time, they contend that legal systems must adapt to protect employee rights in AI-driven workplaces. By linking AI ethics, regulatory compliance, and conflict management, this study seeks to enrich the emerging field of socio-technical systems and employment law.",,,,,,,,,0,0,0,0,0,0,0,,,,2582-2160,,,,,,,,,,,,,,2025-08-05,RC:158347709_S24,,
J,"Musrifah, Fadlul; Hasanah, Ika Ariani",,,,,,,,,,,,,,,,,,Journal of Management and Informatics,,,,4,1,,,599,616,,,,10.51903/jmi.v4i1.140,,,,,,,Article,Jan 22 2025,2025,"Integrating Artificial Intelligence (AI) into digital recruitment platforms has introduced significant enhancements in efficiency and decision-making, alongside complex ethical challenges regarding fairness, transparency, and accountability in candidate evaluation. This study investigates how leading AI-driven recruitment platforms articulate and operationalize ethical principles and whether these commitments are effectively translated into practice. Employing a qualitative exploratory design, the research analyzes official white papers, privacy policies, and AI ethics statements from LinkedIn, HireVue, Pymetrics, and ModernHire. Data was examined using AI-assisted text mining and thematic content analysis to identify ethical discourse patterns and assess the depth of implementation. The findings indicate that moral terms such as “fairness” and “bias” are cited frequently, with LinkedIn referencing them 27 times and HireVue 19 times. A comparative transparency assessment yielded scores of 8.5 out of 10 for LinkedIn, 7.2 for HireVue, 6.8 for Pymetrics, and 4.3 for ModernHire, while formal mechanisms for candidate appeals were absent on most platforms. This study contributes to the field by revealing a persistent gap between stated ethical ideals and operational practices in AI recruitment and by recommending the adoption of explainable AI, transparent auditing frameworks, and international regulatory standards. Such measures are essential to foster more accountable, equitable, and humane AI-based hiring processes.",,,,,,,,,0,0,0,0,0,0,0,,,,2961-7472,,,,,,,,,,,,,,2025-08-04,RC:157243187_S24,,
J,"Kandoi, Raunak; Dixit, Deepali; Tyagi, Mihul; Yadav, Raghuraj Singh",,,,,,,,,,,,,,,,,,International Journal for Research in Applied Science and Engineering Technology,,,,12,3,,,769,775,,,,10.22214/ijraset.2024.58787,,,,,Mar 2024,,Article,Mar 31 2024,2024,"Abstract: Conversational AI systems are becoming increasingly popular across many industries and are transforming the way people interact with technology. For a more authentic, human-like connection and a smooth user experience, these systems should combine text-based interactions with multimodal capabilities. The authors of this work suggest a new approach to improving conversational AI systems' usability by combining speech and visual analysis. By combining visual and auditory processing capabilities, AI systems can better understand human inquiries and instructions. Both visual data and speech can be better understood with the use of computer vision algorithms and natural language processing techniques, respectively. Conversational AI systems can provide more accurate and tailored replies by integrating many modalities to better grasp human intent and context. The development of multimodal conversational AI presents a significant difficulty in ensuring the smooth integration of voice and visual processing units. A strong architectural design and advanced algorithms are necessary for the simultaneous synchronization and comprehension of data from several modalities in real-time. The system needs to keep track of the conversation's context even when it switches between different forms of communication so it can keep providing fair and relevant responses all through the engagement. Customization is key to making multimodal conversational AI better for users. Based on user data and preferences, the system may tailor interactions to offer more relevant ideas and support. Users are more invested in the AI system over time, and they have a better experience overall because to customization. Ensuring the privacy and security of important audiovisual data is of the utmost importance while building multimodal conversational AI. Strong encryption, anonymization technologies, and compliance with data protection regulations are vital for user privacy and system confidence. Continuous improvement is key to the success of multimodal conversational AI systems. The feedback from users can help the developers improve the system and add new features. Thanks to this iterative technique, the AI system stays flexible and can adjust to changing consumer preferences. By combining voice and picture processing, conversational AI systems have a great deal of promise for improving the user experience. Through the integration of visual and auditory signals, these systems have the ability to comprehend user intent more accurately, provide customized experiences, and completely transform the way humans engage with technology.",,,,,,,,,1,0,0,0,0,0,2,,,,2321-9653,,,,,,,,,,,,,,2025-07-10,RC:144085924_S24,,
J,"Oesterling, Alex; Bhalla, Usha; Venkatasubramanian, Suresh; Lakkaraju, Himabindu",,,,,,,,,,"Operationalizing the Blueprint for an AI Bill of Rights: Recommendations for Practitioners, Researchers, and Policy Makers",,,,,,,,Arxiv,,,,,,,,,,,1,,arXiv:2407.08689,,,,,,,preprint,Jul 11 2024,2024,"As Artificial Intelligence (AI) tools become ubiquitous and are increasingly employed in diverse real-world applications, there has been significant interest in regulating these tools. To this end, several regulatory frameworks have been introduced by different countries worldwide. For example, the European Union recently passed the AI Act, and the White House issued an Executive Order on safe, secure, and trustworthy AI, associated guidance from the Office of Management and Budget, all of which built on the Blueprint for an AI Bill of Rights issued by the White House Office of Science and Technology Policy. Many of these frameworks emphasize the need for auditing and improving the trustworthiness of AI models and tools, underscoring the importance of safety, privacy, explainability, fairness, and human fallback options. Although these regulatory frameworks highlight the necessity of enforcing the aforementioned principles, practitioners often lack detailed guidance on implementing them. While there is extensive research on operationalizing each of these aspects, it is frequently buried in technical papers that are difficult for practitioners to parse. In this write-up, we address this shortcoming by providing an accessible overview of the various approaches available in existing literature to operationalize regulatory principles. For the sake of clarity and precision, we will specifically focus on the Blueprint for an AI Bill of Rights throughout this document. We provide easy-to-understand summaries of state-of-the-art literature and highlight various gaps that exist between the regulatory guidelines in the Blueprint for an AI Bill of Rights and existing AI research, including the trade-offs that emerge when operationalizing each of the highlighted principles. We hope that this work not only serves as a starting point for practitioners interested in learning more about operationalizing the regulatory guidelines outlined in the Blueprint for an AI Bill of Rights but also provides researchers with a list of critical open problems whose resolution can help bridge the gaps between regulations and state-of-the-art AI research. Finally, we note that this is a working paper and we invite feedback in line with the purpose of this document as described in the introduction.",,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,"Harvard Univ, John A Paulson Sch Engn & Appl Sci, Boston, MA 02134, USAHarvard Univ, Harvard Business Sch, Boston, MA, USABrown Univ, Ctr Tech Responsibil, Providence, RI, USA",Brown Univ,,,2024-07-23,PPRN:90770445,,
J,"Kunz, Werner H.; Wirtz, Jochen",,,,"; Wirtz, Jochen/P-3235-2015; Kunz, Werner/KRQ-9193-2024","Kunz, Werner/0000-0001-6264-183X; Wirtz, Jochen/0000-0002-6297-4498;",,,,,Corporate digital responsibility (CDR) in the age of AI: implications for interactive marketing,,,,,,,,JOURNAL OF RESEARCH IN INTERACTIVE MARKETING,,,,18,1,SI,,31,37,,,,10.1108/JRIM-06-2023-0176,,,,,AUG 2023,,Article,JAN 30 2024,2024,"PurposeDespite all the recent achievements in the field of interactive marketing and artificial intelligence (AI), it is important to consider the ethical implications of these technologies. This paper explains the concept of corporate digital responsibility (CDR) and how it is affected by new advances in AI.Design/methodology/approachThe authors build on the work of Wirtz et al., (2023) and derive several managerial implications for the challenges that AI poses to CDR. CDR refers to a service company's ethical and fair use of data and technology within its digital service ecosystem. It involves establishing standards, protecting customer privacy, conducting external audits and striving for an equitable power dynamic between service firms and their partners.FindingsDespite the risks involved, many companies are not prioritizing good CDR practices. Financial benefits from the collection and use of consumer data, improved customer experience through AI-driven customization and personalization, cost reduction through service automation and the trade-offs between organizational goals and CDR practices can prevent companies from prioritizing good CDR practices.Originality/valueThis is one of the first articles in the service domain to take the concept of CDR and apply it to recent developments in generative AI.Research limitations/implicationsThe emergence of powerful AI tools presents opportunities and challenges. Research opportunities include responsible business restructuring, responsible service automation to ensure fairness and human oversight, addressing dehumanization of service delivery, responsible customer profiling to address privacy and discrimination concerns and preventing AI misuse.",,,,,,,,,58,0,0,0,0,0,65,,,2040-7122,2040-7130,,,,,,,,,,"Univ Massachusetts Boston, Dept Mkt, Boston, MA 02125 USANatl Univ Singapore, Dept Mkt, Singapore, Singapore",,,,2023-08-15,WOS:001041119600001,,
